,url,datetime,header,rent_type,price,district,floor,address,owner,house_type,area,condition,bathroom,accommodations
469,https://krisha.kz/a/show/57832417,2020-07-16 14:34:33,"1-комнатная квартира, 30 м², 2/5 этаж помесячно",квартира,60000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Дубок-2, Мкр Дубок 2 143, Алматы",Хозяин,"кирпичный, 2014 г.п.","30 м², жилая — 15 м², кухня — 3 м²",хорошее,совмещенный,полностью меблирована
468,https://krisha.kz/a/show/30744152,2020-07-16 14:34:30,"2-комнатная квартира, 42 м², 8/12 этаж помесячно",квартира,150000,Бостандыкский р-н,,"Бостандыкский р-н, Сатпаева 90/20блок2 — Тлендиева, Алматы",TOP AGENT,"монолитный, 2018 г.п.","42 м², кухня — 9 м²",евроремонт,совмещенный,полностью меблирована
467,https://krisha.kz/a/show/29403670,2020-07-16 14:34:27,"2-комнатная квартира, 80 м², 6/12 этаж помесячно",квартира,250000,Бостандыкский р-н,,"Бостандыкский р-н, Жарокова 230 — Си Синхая, Алматы",Prospekt City,"монолитный, 2017 г.п.",80 м²,евроремонт,2 с/у и более,полностью меблирована
466,https://krisha.kz/a/show/56230503,2020-07-16 14:34:24,"1-комнатная квартира, 55 м², 4/14 этаж помесячно",квартира,160000,Бостандыкский р-н,,"Бостандыкский р-н, Абая 150/230 — Тургута Озала, Алматы",TOP AGENT,"монолитный, 2014 г.п.","55 м², кухня — 16 м²",евроремонт,раздельный,полностью меблирована
465,https://krisha.kz/a/show/48757954,2020-07-16 14:34:21,"3-комнатная квартира, 60 м², 3/4 этаж помесячно",квартира,120000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №8 72 — проспект Абая, Алматы",TOP AGENT,"панельный, 1970 г.п.","60 м², кухня — 6 м²",евроремонт,раздельный,полностью меблирована
464,https://krisha.kz/a/show/29498881,2020-07-16 14:34:18,"1-комнатная квартира, 45 м², 3/12 этаж помесячно",квартира,130000,Бостандыкский р-н,,"Бостандыкский р-н, Сатпаева 90/20 — Тлендиева, Алматы",TOP AGENT,"монолитный, 2017 г.п.","45 м², кухня — 12 м²",евроремонт,совмещенный,полностью меблирована
463,https://krisha.kz/a/show/56658035,2020-07-16 14:34:15,"2-комнатная квартира, 45.6 м², 2/4 этаж помесячно",квартира,154999,Медеуский р-н,,"Медеуский р-н, Толе Би 28 — проспект Достык, Алматы",Хозяин,"панельный, 1970 г.п.","45.6 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
462,https://krisha.kz/a/show/660229946,2020-07-16 14:34:11,"2-комнатная квартира, 59 м², 7/9 этаж помесячно",квартира,130000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Жетысу-2, Саина 4 — Улугбека, Алматы",Хозяин,"панельный, 1990 г.п.","59 м², жилая — 40 м², кухня — 12 м²",хорошее,раздельный,полностью меблирована
461,https://krisha.kz/a/show/27261181,2020-07-16 14:34:08,"1-комнатная квартира, 21 м², 4/4 этаж помесячно",квартира,75000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Таугуль-3, Саяна Шаймерденова 12 — Жандосова, Алматы",Хозяин,"кирпичный, 2011 г.п.",21 м²,хорошее,совмещенный,полностью меблирована
460,https://krisha.kz/a/show/55385504,2020-07-16 14:34:05,"4-комнатная квартира, 240 м², 11/15 этаж помесячно",квартира,1200000,Медеуский р-н,,"Медеуский р-н, Назарбаева 223 — Махатмы Ганди, Алматы",Prospekt City,"монолитный, 2015 г.п.",240 м²,евроремонт,2 с/у и более,полностью меблирована
459,https://krisha.kz/a/show/57767282,2020-07-16 14:34:02,"2-комнатная квартира, 65 м², 8/10 этаж помесячно",квартира,250000,Алмалинский р-н,,"Алмалинский р-н, Курмангазы 97 — Масанчи, Алматы",Prospekt City,"монолитный, 2018 г.п.",65 м²,евроремонт,совмещенный,полностью меблирована
458,https://krisha.kz/a/show/57094566,2020-07-16 14:33:59,"4-комнатная квартира, 140 м², 18/20 этаж помесячно",квартира,280000,Бостандыкский р-н,,"Бостандыкский р-н, Сатпаева 30а — Кожамкулова, Алматы",АлмаДом,"монолитный, 2010 г.п.","140 м², кухня — 18 м²",хорошее,2 с/у и более,полностью меблирована
457,https://krisha.kz/a/show/660508147,2020-07-16 14:33:56,"2-комнатная квартира, 58.2 м², 3/12 этаж помесячно",квартира,110000,Алатауский р-н,,"Алатауский р-н, 3-я 33, Алматы","Группа агентств недвижимости ""Expert Estate Service""","монолитный, 2017 г.п.","58.2 м², кухня — 11.2 м²",хорошее,раздельный,полностью меблирована
456,https://krisha.kz/a/show/660295478,2020-07-16 14:33:53,"1-комнатная квартира, 41 м², 7/9 этаж помесячно",квартира,70000,Наурызбайский р-н,,"Наурызбайский р-н, Асыл Арман 10 — Ташкентский тракт, Алматы",Хозяин,"монолитный, 2010 г.п.","41 м², кухня — 12 м²",хорошее,совмещенный,полностью меблирована
455,https://krisha.kz/a/show/660463909,2020-07-16 14:33:50,"1-комнатная квартира, 35 м², 6/9 этаж помесячно",квартира,120000,Алмалинский р-н,,"Алмалинский р-н, Сейфуллина 525 — Казыбек би, Алматы",Хозяин,"монолитный, 2018 г.п.",35 м²,евроремонт,совмещенный,полностью меблирована
454,https://krisha.kz/a/show/49532492,2020-07-16 14:33:47,"4-комнатная квартира, 180 м², 4/7 этаж помесячно",квартира,800000,Медеуский р-н,,"Медеуский р-н, Назарбаева 301 — Хаджи Мукана, Алматы",Хозяин,"монолитный, 2008 г.п.","180 м², кухня — 20 м²",евроремонт,2 с/у и более,полностью меблирована
453,https://krisha.kz/a/show/660136943,2020-07-16 14:33:44,"1-комнатная квартира, 42 м², 8/9 этаж помесячно",квартира,90000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Жетысу-3, Абая 3 — Момышулы, Алматы",Хозяин,"кирпичный, 1990 г.п.","42 м², жилая — 18 м², кухня — 11 м²",хорошее,совмещенный,полностью меблирована
452,https://krisha.kz/a/show/660509594,2020-07-16 14:33:41,"3-комнатная квартира, 120 м², 7/23 этаж помесячно",квартира,5500000,Алмалинский р-н,,"Алмалинский р-н, Кабанбай батыра — Абылай Хана (Коммунистическая), Алматы",Хозяин,"монолитный, 2004 г.п.","120 м², кухня — 15 м²",евроремонт,2 с/у и более,полностью меблирована
